name,address,city,state,zip_code,latitude,longitude,category,description,event_site_url,image_url,is_free,time_start,time_end,attending_count,interested_count,is_canceled,is_official
The Buoniconti Fund to Cure Paralysis presents: The 19th Annual Poker4life Charity Poker Tournament,"54 W 21st St, New York City",New York,NY,10010,40.74118170000001,-73.99319539999999,charities,The Poker4Life Charity Poker Championship has attracted thousands of poker players and philanthropists over the last 18 years. We continue to raise money...,https://www.yelp.com/events/new-york-the-buoniconti-fund-to-cure-paralysis-presents-the-19th-annual-poker4life-charity-poker-tournament?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media4.fl.yelpcdn.com/ephoto/9qN5rUY9T1bu4w-SdKo_OQ/o.jpg,False,2024-06-13T18:00:00-04:00,,1,0,False,False
2 square,21 A Clinton St,New York,NY,10002,40.7207414,-73.984434,performing-arts,"Peter Grosz (Veep, The Menu, Late Night w Seth Meyers) and John Lutz (30 Rock, SNL, Late Night With Seth Meyers) have been improvising together for over 20...",https://www.yelp.com/events/new-york-2-square-7?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media1.fl.yelpcdn.com/ephoto/UyF0NmjIZv65RG89nka3Zg/o.jpg,False,2024-06-11T19:00:00-04:00,2024-06-11T20:00:00-04:00,1,0,False,False
Taylor's Version Aboard The Liberty Belle,299 South St,New York,NY,10002,40.7098278392299,-73.9853025502194,music,"Where are our Tortured Swifties? Looks like its time to break out that blue dress on a boat...

This summer, Taylor's Version is setting sail around the NY...",https://www.yelp.com/events/new-york-taylors-version-aboard-the-liberty-belle?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,,False,2024-06-14T23:00:00-04:00,,1,0,False,False
Emo Night Brooklyn Aboard The Liberty Belle,299 South St,New York,NY,10002,40.7098278392299,-73.9853025502194,music,"Get ready to rage and mosh with us--ON A BOAT! Friday, 7/12 we are taking the Liberty Belle out for a spin for an Emo Night Brooklyn like never before! Our...",https://www.yelp.com/events/new-york-emo-night-brooklyn-aboard-the-liberty-belle?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media2.fl.yelpcdn.com/ephoto/Qu3q0r-C4vC6yfVcetptLg/o.jpg,False,2024-07-12T23:00:00-04:00,,1,0,False,False
Dance/NYC Announces 4th Iteration of Dance Advancement Fund Submissions of Expressions of Interest Open through June 18,"218 E 18th St, New York, NY 10003",New York,NY,10003,40.735218,-73.9844951,performing-arts,Dance/NYC is pleased to announce the fourth iteration of the Dance Advancement Fund made possible by the generous support of the Howard Gilman...,https://www.yelp.com/events/new-york-dance-nyc-announces-4th-iteration-of-dance-advancement-fund-submissions-of-expressions-of-interest-open-through-june-18?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media3.fl.yelpcdn.com/ephoto/Ks_arBoAR5F0nRdc3JFn9Q/o.jpg,False,2024-06-18T12:00:00-04:00,,1,0,False,False
"Lake Tahoe Dance Collective Presents The 12th Annual Lake Tahoe Dance Festival July 23 - 26, 2024",218 E 18Th St,New York,NY,10003,40.7352363,-73.98449719999999,performing-arts,"Lake Tahoe Dance Collective celebrates the 12th Anniversary of its summer festival from July 23 - 26, 2024. The 12th Annual Lake Tahoe Dance Festival kicks...",https://www.yelp.com/events/new-york-lake-tahoe-dance-collective-presents-the-12th-annual-lake-tahoe-dance-festival-july-23-26-2024?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media2.fl.yelpcdn.com/ephoto/M3LDmgaO351FoN9SHh49pQ/o.jpg,False,2024-07-23T17:30:00-04:00,2024-07-26T21:00:00-04:00,1,0,False,False
Chelsea Music Festival announces 2024 Composer-in-Residence Ania Vu,"40a 10th Ave New York, NY 10014",New York,NY,10014,40.74148599999999,-74.008156,music,"Chelsea Music Festival is thrilled to announce its 2024 Composer-in-Residence Ania Vu. The Chelsea Music Festival, ""Connecting the Dots,"" will weave...",https://www.yelp.com/events/new-york-chelsea-music-festival-announces-2024-composer-in-residence-ania-vu?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media2.fl.yelpcdn.com/ephoto/EnNbp6B1gI7H2_BRtPeybQ/o.jpg,False,2024-06-21T19:00:00-04:00,2024-06-28T21:00:00-04:00,1,0,False,False
Composer ELLIOTT SHARP's opera DIE GRÖSSTE FUGE (The Greatest Fugue),509 Atlantic Ave,Brooklyn,NY,11217,40.6856169,-73.9807735,music,"Beethoven becomes unmoored from reality
and visits our time, witnessing its beauties and horrors--
inspiring him to compose his final work: Die Grösse...",https://www.yelp.com/events/brooklyn-composer-elliott-sharps-opera-die-gr%C3%B6sste-fuge-the-greatest-fugue?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media2.fl.yelpcdn.com/ephoto/NZgC4FA977feQfwSqZySXw/o.jpg,False,2024-06-13T20:00:00-04:00,,1,0,False,False
NYC Cruise Aboard The Nautical Empress,299 South St,New York,NY,10002,40.7098278392299,-73.9853025502194,nightlife,"This family-friendly Fourth of July 2024 event comes with something for everyone, whether that's the hors d'oeuvres and delicious buffet or the premium open...",https://www.yelp.com/events/new-york-nyc-cruise-aboard-the-nautical-empress?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media1.fl.yelpcdn.com/ephoto/bK_WRLKfDth5oK23avfboQ/o.jpg,False,2024-07-04T18:00:00-04:00,2024-07-04T23:00:00-04:00,1,0,False,False
Premier Fourth of July NYC Fireworks Cruise Aboard the Cloud 9,2430 Fdr Dr E Service Rd,New York,NY,10016,40.735297,-73.973878,nightlife,"For tickets or more information about the Premier Fourth of July NYC Fireworks Cruise Aboard the Cloud 9 Yacht , visit us at July4th.com

4 Hour Premium...",https://www.yelp.com/events/new-york-premier-fourth-of-july-nyc-fireworks-cruise-aboard-the-cloud-9?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media1.fl.yelpcdn.com/ephoto/0l6HuYLWnqrugryKWyXveQ/o.jpg,False,2024-07-04T18:00:00-04:00,2024-07-04T23:00:00-04:00,1,0,False,False
Through the Bramble,"530 West 25th Street, Chelsea",New York,NY,10001,40.7493621,-74.0047021,visual-arts,"Agora Gallery is pleased to announce Through the Bramble, an exhibition of paintings and sculptures considering how space, size, and scale influence the...",https://www.yelp.com/events/new-york-through-the-bramble?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media3.fl.yelpcdn.com/ephoto/4X2XbNUDZn2zAkqbOrOKvA/o.jpg,True,2024-06-06T11:00:00-04:00,2024-06-26T18:00:00-04:00,1,0,False,False
Live at the Archway: LA BANDA CHUSKA,155 Water St,Brooklyn,NY,11201,40.7033112,-73.9878342,music,"The DUMBO Improvement District presents its annual Live at the Archway series beneath the iconic setting of the Manhattan Bridge Archway. On June 20, La...",https://www.yelp.com/events/brooklyn-live-at-the-archway-la-banda-chuska?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media1.fl.yelpcdn.com/ephoto/rUfjxV8rnS1DcMMyczxuNg/o.jpg,True,2024-06-20T18:00:00-04:00,,1,0,False,False
Live at the Archway: PAISLEY FIELDS,155 Water St,Brooklyn,NY,11201,40.7033112,-73.9878342,music,"The DUMBO Improvement District presents its annual Live at the Archway series beneath the iconic setting of the Manhattan Bridge Archway. On June 27,...",https://www.yelp.com/events/brooklyn-live-at-the-archway-paisley-fields?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media1.fl.yelpcdn.com/ephoto/q8Y0NEidcLYnnder11dGrw/o.jpg,True,2024-06-27T18:00:00-04:00,,1,0,False,False
Live at the Archway: Concert presented in collaboration with Brasil Summerfest,155 Water St,Brooklyn,NY,11201,40.7033112,-73.9878342,music,"The DUMBO Improvement District presents its annual Live at the Archway series beneath the iconic setting of the Manhattan Bridge Archway. On July 11, Brasil...",https://www.yelp.com/events/brooklyn-live-at-the-archway-concert-presented-in-collaboration-with-brasil-summerfest?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media2.fl.yelpcdn.com/ephoto/2RJ1z-vNFnmeuWjkN3u3bg/o.jpg,True,2024-07-11T18:00:00-04:00,,1,0,False,False
Live at the Archway: La Sonóra Nuyorkina,155 Water St,Brooklyn,NY,11201,40.7033112,-73.9878342,music,"The DUMBO Improvement District presents its annual Live at the Archway series beneath the iconic setting of the Manhattan Bridge Archway. On July 18, La...",https://www.yelp.com/events/brooklyn-live-at-the-archway-la-son%C3%B3ra-nuyorkina?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media2.fl.yelpcdn.com/ephoto/-6RKk3sSh-PWB8VBfy4KnQ/o.jpg,True,2024-07-18T18:00:00-04:00,,1,0,False,False
Live at the Archway: JERRON PAXTON AND DENNIS LICHTMAN,155 Water St,Brooklyn,NY,11201,40.7033112,-73.9878342,music,"The DUMBO Improvement District presents its annual Live at the Archway series beneath the iconic setting of the Manhattan Bridge Archway. On July 25, Jerron...",https://www.yelp.com/events/brooklyn-live-at-the-archway-jerron-paxton-and-dennis-lichtman?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media3.fl.yelpcdn.com/ephoto/RkIuGjTYlPgHDGXuZihH_g/o.jpg,True,2024-07-25T18:00:00-04:00,,1,0,False,False
Live at the Archway: GENTLEMAN BRAWLERS,155 Water St,Brooklyn,NY,11201,40.7033112,-73.9878342,music,"The DUMBO Improvement District presents its annual Live at the Archway series beneath the iconic setting of the Manhattan Bridge Archway. On August 1,...",https://www.yelp.com/events/brooklyn-live-at-the-archway-gentleman-brawlers?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media4.fl.yelpcdn.com/ephoto/81KvpVnsuqAVk_hmIdUyxA/o.jpg,True,2024-08-01T18:00:00-04:00,,1,0,False,False
Live at the Archway: TRACY BONHAM,155 Water St,Brooklyn,NY,11201,40.7033112,-73.9878342,music,"The DUMBO Improvement District presents its annual Live at the Archway series beneath the iconic setting of the Manhattan Bridge Archway. On August 18,...",https://www.yelp.com/events/brooklyn-live-at-the-archway-tracy-bonham?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media3.fl.yelpcdn.com/ephoto/svmvMrAv6IWdoD2ZShAHgg/o.jpg,True,2024-08-08T18:00:00-04:00,,1,0,False,False
Live at the Archway: Concert presented in collaboration with QUEERCHELLA,155 Water St,Brooklyn,NY,11201,40.7033112,-73.9878342,music,"The DUMBO Improvement District presents its annual Live at the Archway series beneath the iconic setting of the Manhattan Bridge Archway. On August 15,...",https://www.yelp.com/events/brooklyn-live-at-the-archway-concert-presented-in-collaboration-with-queerchella?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media1.fl.yelpcdn.com/ephoto/tT55z--u7NFVPJ4KimN-lw/o.jpg,True,2024-08-15T18:00:00-04:00,,1,0,False,False
Action Bronson Presents: Dr. Bachlava and Human Growth Hormone - Celebrating LPR's 16th Anniversary,158 Bleecker St,New York,NY,10012,40.7285022,-74.0000425,music,"Action Bronson Presents: Dr. Bachlava and Human Growth Hormone - Celebrating LPR's 16th Anniversary - Live at LPR on June 10th, 2024",https://www.yelp.com/events/new-york-action-bronson-presents-dr-bachlava-and-human-growth-hormone-celebrating-lprs-16th-anniversary?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,,False,2024-06-10T19:00:00-04:00,,1,0,False,False
Action Bronson Presents: Dr. Bachlava and Human Growth Hormone - Celebrating LPR's 16th Anniversary,158 Bleecker St,New York,NY,10012,40.7285022,-74.0000425,music,"Action Bronson Presents: Dr. Bachlava and Human Growth Hormone - Celebrating LPR's 16th Anniversary - Live at LPR on June 11th, 2024",https://www.yelp.com/events/new-york-action-bronson-presents-dr-bachlava-and-human-growth-hormone-celebrating-lprs-16th-anniversary-2?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media2.fl.yelpcdn.com/ephoto/H9-Mrmzb_8yYw_VFVLSMtQ/o.jpg,False,2024-06-11T19:00:00-04:00,,1,0,False,False
"Chelsea Music Festival ""Connecting the Dots"" Tickets Now on Sale","40a 10th AveNew York, NY 10014",New York,NY,10014,40.74148599999999,-74.008156,music,"Chelsea Music Festival celebrates its 15th season with nine evenings of concerts, conversation, and tastings with musicians, visual artists, chefs from June...",https://www.yelp.com/events/new-york-chelsea-music-festival-connecting-the-dots-tickets-now-on-sale?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media2.fl.yelpcdn.com/ephoto/CUcLojRxJO-bvAhROVs9KA/o.jpg,False,2024-06-21T19:00:00-04:00,2024-06-29T21:00:00-04:00,1,0,False,False
Community Experience: Taiyaki NYC,119 Baxter St,New York,NY,10013,40.7179192,-73.9988701,food-and-drink,"Taiyaki's story begins with part faith, part love, and part luck. With members from numerous Far East cities like Guangzhou, Taiwan, Mandalay, Haiphong, and...",https://www.yelp.com/events/new-york-community-experience-taiyaki-nyc?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media2.fl.yelpcdn.com/ephoto/nfWHxtG8gwB_Iy3a95Mjiw/o.jpg,True,2024-05-27T12:00:00-04:00,2024-06-09T22:00:00-04:00,1,653,False,True
NYC: Hornblower Infinity New Year's Eve Party Cruise,78 South St,New York,NY,10038,40.7047376,-74.00341150000001,nightlife,"For Full Event Details, Additional Ticket Options, and Exclusive Deals aboard the NYC Hornblower Infinity New Year's Eve Party Cruise, visit...",https://www.yelp.com/events/new-york-nyc-hornblower-infinity-new-years-eve-party-cruise?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media4.fl.yelpcdn.com/ephoto/q903XTIZFKB3D3hqu3Oi3w/o.jpg,False,2024-12-31T21:30:00-05:00,2025-01-01T01:30:00-05:00,1,0,False,False
Celebrate APIHM in Manhattan,,New York,NY,,40.713,-74.0072,food-and-drink,"Taiyaki, rice rolls, and dragon tea? We're celebrating Asian-owned businesses in Manhattan during Asian Pacific Islander Heritage Month in May all the way...",https://www.yelp.com/events/new-york-celebrate-apihm-in-manhattan?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media4.fl.yelpcdn.com/ephoto/OHdbih3EDZ55age6evvEuQ/o.jpg,True,2024-05-20T00:00:00-04:00,2024-06-19T00:00:00-04:00,223,13,False,True
Dumbo Drink and Draw: Craig Anthony Miller,155 Water St,Brooklyn,NY,11201,40.7033112,-73.9878342,visual-arts,"Join us on Juneteenth for an unforgettable evening of art, culture, and celebration as we kick off the season of Drink and Draw. Next to the two iconic...",https://www.yelp.com/events/brooklyn-dumbo-drink-and-draw-craig-anthony-miller?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media2.fl.yelpcdn.com/ephoto/IuYtSqDftp9qRNb4pZnx6g/o.jpg,True,2024-06-19T18:00:00-04:00,,1,0,False,False
Dumbo Drink and Draw: Cara Lee Sparry,155 Water St,Brooklyn,NY,11201,40.7033112,-73.9878342,visual-arts,"Dive into a world of creativity where ""Midnight Sky"" meets ""Sunrise Serenade""! Join our mixed media and collage workshop, where we'll draw inspiration from...",https://www.yelp.com/events/brooklyn-dumbo-drink-and-draw-cara-lee-sparry?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media4.fl.yelpcdn.com/ephoto/DN_-TiSkuAc48qUU3pu8vQ/o.jpg,True,2024-06-26T18:00:00-04:00,,1,0,False,False
Dumbo Drink and Draw: Noah Lyon,155 Water St,Brooklyn,NY,11201,40.7033112,-73.9878342,visual-arts,"Choose a character, any character! Dive into Noah Lyon's world where art mirrors reality and rhythm comes alive through repetition. Start with a single...",https://www.yelp.com/events/brooklyn-dumbo-drink-and-draw-noah-lyon?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media3.fl.yelpcdn.com/ephoto/FLjX0TSQzp7BgRMT6tSGjg/o.jpg,True,2024-07-03T18:00:00-04:00,,1,0,False,False
Dumbo Drink and Draw: Fidelis Ayuwa Izekor,155 Water St,Brooklyn,NY,11201,40.7033112,-73.9878342,visual-arts,"This workshop, hosted by resident artist Fidelis Ayuwa Izekor with assistance from the Billie Elise Team, offers a unique opportunity for participants to...",https://www.yelp.com/events/brooklyn-dumbo-drink-and-draw-fidelis-ayuwa-izekor?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media4.fl.yelpcdn.com/ephoto/shTyFezqW-HrY5ZIea0qgw/o.jpg,True,2024-07-10T18:00:00-04:00,,1,0,False,False
Dumbo Drink and Draw: Melanie Hope Greenberg,155 Water St,Brooklyn,NY,11201,40.7033112,-73.9878342,visual-arts,Join author-illustrator Melanie Hope Greenberg (Mermaids on Parade) and discover simple creative formulas for writing and illustrating picture books....,https://www.yelp.com/events/brooklyn-dumbo-drink-and-draw-melanie-hope-greenberg?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media2.fl.yelpcdn.com/ephoto/fNkJcLimI7inbtlcGHSUIg/o.jpg,True,2024-07-17T18:00:00-04:00,,1,0,False,False
Cloud IV Luxury Yacht New Year's Eve,2430 Fdr Dr E Service Rd,New York,NY,10016,40.735297,-73.973878,nightlife,"For additional ticket options aboard the CLOUD 9 IV NYC YACHT NEW YEARS EVE, and for additional event information visit BallDrop.com

AGE REQUIREMENT
* All...",https://www.yelp.com/events/new-york-cloud-iv-luxury-yacht-new-years-eve?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media1.fl.yelpcdn.com/ephoto/erH2t2qs-m7pqIBTn45cxQ/o.jpg,False,2024-12-31T20:30:00-05:00,2025-01-01T01:00:00-05:00,1,0,False,False
Dumbo Drink and Draw: April Hannah,155 Water St,New York,NY,10038,40.70612819999999,-74.0056597,visual-arts,Join abstract artist April Hannah as we demystify abstraction through creative exploration. Experience the freedom and flow of getting lost in the joy of...,https://www.yelp.com/events/new-york-dumbo-drink-and-draw-april-hannah?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media2.fl.yelpcdn.com/ephoto/ULXu-kGF2s-OWAMvgM56lg/o.jpg,True,2024-07-24T18:00:00-04:00,,1,0,False,False
"Dumbo Drink and Draw: Christian ""Kiffy"" Williams",155 Water St,Brooklyn,NY,11201,40.7033112,-73.9878342,visual-arts,"This workshop, led by artist ""Kiffy"" with assistance from the Billie Elise team, offers a unique opportunity to explore creativity. During the workshop,...",https://www.yelp.com/events/brooklyn-dumbo-drink-and-draw-christian-kiffy-williams?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media1.fl.yelpcdn.com/ephoto/TQH0eGtC-qWhY-j0XxzNng/o.jpg,True,2024-07-31T18:00:00-04:00,,1,0,False,False
Dumbo Drink and Draw: Ty Peterson,155 Water St,Brooklyn,NY,11201,40.7033112,-73.9878342,visual-arts,This relaxing figure-drawing workshop gives artists the perfect opportunity to put into practice the essential elements of drawing anatomy. The art of...,https://www.yelp.com/events/brooklyn-dumbo-drink-and-draw-ty-peterson?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media4.fl.yelpcdn.com/ephoto/GzhjVmMsLhIn32-cl26ahg/o.jpg,True,2024-08-07T18:00:00-04:00,,1,0,False,False
The DUMBO Improvement District,155 Water St,Brooklyn,NY,11201,40.7033112,-73.9878342,visual-arts,"The workshop, led by Billie Elise's founding artist Nailah ""Billie"" Fuller, offers a comprehensive introduction to sculpture. With a focus on the essential...",https://www.yelp.com/events/brooklyn-the-dumbo-improvement-district?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media2.fl.yelpcdn.com/ephoto/X1HObPoUAx1XaWWSqBnxfw/o.jpg,True,2024-08-14T18:00:00-04:00,,1,0,False,False
Lake Tahoe Dance Festival Opening Night Gala,218 E 18Th St,New York,NY,10003,40.7352363,-73.98449719999999,performing-arts,"Lake Tahoe Dance Collective celebrates the 12th Anniversary of its summer festival from July 23 - 26, 2024. The 12th Annual Lake Tahoe Dance Festival kicks...",https://www.yelp.com/events/new-york-lake-tahoe-dance-festival-opening-night-gala?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media4.fl.yelpcdn.com/ephoto/ZipdU0bO04CUDZFP1Hj2QA/o.jpg,False,2024-07-23T17:30:00-04:00,,1,0,False,False
Lake Tahoe Dance Festival: Tahoe City Community Night,"218 E 18th St, New York, NY 10003",New York,NY,10003,40.7352363,-73.98449719999999,performing-arts,"Lake Tahoe Dance Collective celebrates the 12th Anniversary of its summer festival from July 23 - 26, 2024. The 12th Annual Lake Tahoe Dance Festival kicks...",https://www.yelp.com/events/new-york-lake-tahoe-dance-festival-tahoe-city-community-night?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media3.fl.yelpcdn.com/ephoto/AgGcVvL_I6gso3Bm9ahKEg/o.jpg,False,2024-07-24T18:00:00-04:00,,1,0,False,False
Lake Tahoe Dance Festival: Kings Beach Community Night,"218 E 18th St, New York, NY 10003",New York,NY,10003,40.735218,-73.9844951,performing-arts,"Lake Tahoe Dance Collective celebrates the 12th Anniversary of its summer festival from July 23 - 26, 2024. The 12th Annual Lake Tahoe Dance Festival kicks...",https://www.yelp.com/events/new-york-lake-tahoe-dance-festival-kings-beach-community-night?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media3.fl.yelpcdn.com/ephoto/s7bMty5Sjhd6Ct1woankDA/o.jpg,False,2024-07-25T18:00:00-04:00,,1,0,False,False
Lake Tahoe Dance Festival Closing Night Benefit,"218 E 18th St, New York, NY 10003",New York,NY,10003,40.7352363,-73.98449719999999,performing-arts,"Lake Tahoe Dance Collective celebrates the 12th Anniversary of its summer festival from July 23 - 26, 2024. The 12th Annual Lake Tahoe Dance Festival kicks...",https://www.yelp.com/events/new-york-lake-tahoe-dance-festival-closing-night-benefit?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media4.fl.yelpcdn.com/ephoto/EiY0mhfFil85oWeY2Hw3zA/o.jpg,False,2024-07-26T17:30:00-04:00,,1,0,False,False
"Chelsea Music Festival ""Connecting the Dots"" 15th Season Opening Night","40a 10th Ave New York, NY 10014",New York,NY,10014,40.74148599999999,-74.008156,music,"Chelsea Music Festival celebrates its 15th season with nine evenings of concerts, conversation, and tastings with musicians, visual artists, chefs from June...",https://www.yelp.com/events/new-york-chelsea-music-festival-connecting-the-dots-15th-season-opening-night?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media4.fl.yelpcdn.com/ephoto/GLAgd8E9v5HXfAWXskU-hA/o.jpg,False,2024-06-21T19:30:00-04:00,,1,0,False,False
"Chelsea Music Festival ""Connecting the Dots"" presents My Super Awesome Brain, a Family Event","25 11th Avenue New York, NY, 10011",New York,NY,10011,40.7429434,-74.0091131,kids-family,"Grab your friends, kids, and neighbors and join us at this free, family-friendly gathering at Pier 57, a vibrant communal market space located on the Hudson...",https://www.yelp.com/events/new-york-chelsea-music-festival-connecting-the-dots-presents-my-super-awesome-brain-a-family-event?adjust_creative=vaXd63wEr8RrzPKFIuH35Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_event_search&utm_source=vaXd63wEr8RrzPKFIuH35Q,https://s3-media2.fl.yelpcdn.com/ephoto/Ezy1pnp5QTwyyJTUCsPh9Q/o.jpg,True,2024-06-22T10:00:00-04:00,,1,0,False,False
