temperature_2m (°C),rain (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),wind_speed_10m (km/h),weather_description,datetime,year_month,day,week,hour
-1.3,0.0,0.0,0.93,3,4.3,Overcast,2022-03-06 11:00:00,2022-03,6,Sunday,11
-2.0,0.0,0.0,0.93,3,9.2,Overcast,2022-03-06 12:00:00,2022-03,6,Sunday,12
-4.3,0.0,0.0,0.93,3,8.5,Overcast,2022-03-06 13:00:00,2022-03,6,Sunday,13
-4.9,0.0,0.0,0.93,3,7.7,Overcast,2022-03-06 14:00:00,2022-03,6,Sunday,14
-5.2,0.0,0.0,0.93,3,7.1,Overcast,2022-03-06 15:00:00,2022-03,6,Sunday,15
-5.2,0.0,0.0,0.93,3,5.8,Overcast,2022-03-06 16:00:00,2022-03,6,Sunday,16
-5.5,0.0,0.0,0.93,3,5.6,Overcast,2022-03-06 17:00:00,2022-03,6,Sunday,17
-7.3,0.0,0.0,0.93,2,5.4,Partly Cloudy,2022-03-06 18:00:00,2022-03,6,Sunday,18
-8.5,0.0,0.0,0.92,2,5.2,Partly Cloudy,2022-03-06 19:00:00,2022-03,6,Sunday,19
-9.5,0.0,0.0,0.92,3,4.3,Overcast,2022-03-06 20:00:00,2022-03,6,Sunday,20
-8.9,0.0,0.0,0.92,3,4.3,Overcast,2022-03-06 21:00:00,2022-03,6,Sunday,21
-9.2,0.0,0.0,0.92,3,4.8,Overcast,2022-03-06 22:00:00,2022-03,6,Sunday,22
-7.2,0.0,0.0,0.92,3,1.1,Overcast,2022-03-06 23:00:00,2022-03,6,Sunday,23
-4.9,0.0,0.0,0.92,3,3.6,Overcast,2022-03-07 00:00:00,2022-03,7,Monday,0
-6.8,0.0,0.21,0.92,73,5.0,Moderate Snow,2022-03-07 01:00:00,2022-03,7,Monday,1
-6.4,0.0,0.28,0.93,73,4.2,Moderate Snow,2022-03-07 02:00:00,2022-03,7,Monday,2
-5.9,0.0,0.63,0.93,73,5.7,Moderate Snow,2022-03-07 03:00:00,2022-03,7,Monday,3
-5.5,0.0,0.63,0.94,73,6.3,Moderate Snow,2022-03-07 04:00:00,2022-03,7,Monday,4
-4.7,0.0,0.42,0.94,73,7.2,Moderate Snow,2022-03-07 05:00:00,2022-03,7,Monday,5
-3.8,0.0,0.07,0.95,71,8.0,Light Snow,2022-03-07 06:00:00,2022-03,7,Monday,6
-2.7,0.0,0.0,0.96,2,6.6,Partly Cloudy,2022-03-07 07:00:00,2022-03,7,Monday,7
-1.6,0.0,0.0,0.96,3,5.8,Overcast,2022-03-07 08:00:00,2022-03,7,Monday,8
-0.9,0.0,0.0,0.96,3,3.6,Overcast,2022-03-07 09:00:00,2022-03,7,Monday,9
-1.4,0.0,0.0,0.96,2,3.1,Partly Cloudy,2022-03-07 10:00:00,2022-03,7,Monday,10
-2.3,0.0,0.0,0.95,3,4.3,Overcast,2022-03-07 11:00:00,2022-03,7,Monday,11
-0.6,0.0,0.0,0.95,3,4.6,Overcast,2022-03-07 12:00:00,2022-03,7,Monday,12
-1.3,0.0,0.0,0.95,3,2.0,Overcast,2022-03-07 13:00:00,2022-03,7,Monday,13
-1.9,0.0,0.0,0.95,3,2.9,Overcast,2022-03-07 14:00:00,2022-03,7,Monday,14
-4.8,0.0,0.07,0.95,71,6.4,Light Snow,2022-03-07 15:00:00,2022-03,7,Monday,15
-3.0,0.0,0.0,0.95,3,1.3,Overcast,2022-03-07 16:00:00,2022-03,7,Monday,16
-3.2,0.0,0.0,0.96,3,1.6,Overcast,2022-03-07 17:00:00,2022-03,7,Monday,17
-6.7,0.0,0.0,0.96,3,6.0,Overcast,2022-03-07 18:00:00,2022-03,7,Monday,18
-5.7,0.0,0.07,0.96,71,3.8,Light Snow,2022-03-07 19:00:00,2022-03,7,Monday,19
-6.0,0.0,0.14,0.96,71,3.2,Light Snow,2022-03-07 20:00:00,2022-03,7,Monday,20
-5.8,0.0,0.21,0.96,73,2.8,Moderate Snow,2022-03-07 21:00:00,2022-03,7,Monday,21
-6.1,0.0,0.28,0.97,73,2.4,Moderate Snow,2022-03-07 22:00:00,2022-03,7,Monday,22
-6.4,0.0,0.42,0.98,73,2.6,Moderate Snow,2022-03-07 23:00:00,2022-03,7,Monday,23
-6.1,0.0,0.49,0.98,73,2.8,Moderate Snow,2022-03-08 00:00:00,2022-03,8,Tuesday,0
-6.2,0.0,0.63,0.98,73,2.5,Moderate Snow,2022-03-08 01:00:00,2022-03,8,Tuesday,1
-6.2,0.0,0.42,0.99,73,3.4,Moderate Snow,2022-03-08 02:00:00,2022-03,8,Tuesday,2
-5.3,0.0,0.42,0.99,73,3.4,Moderate Snow,2022-03-08 03:00:00,2022-03,8,Tuesday,3
-3.6,0.0,0.28,0.99,73,2.9,Moderate Snow,2022-03-08 04:00:00,2022-03,8,Tuesday,4
-1.6,0.0,0.14,0.99,71,2.3,Light Snow,2022-03-08 05:00:00,2022-03,8,Tuesday,5
-0.5,0.0,0.07,0.99,71,2.5,Light Snow,2022-03-08 06:00:00,2022-03,8,Tuesday,6
0.6,0.0,0.07,0.99,71,2.5,Light Snow,2022-03-08 07:00:00,2022-03,8,Tuesday,7
0.8,0.0,0.0,0.99,3,2.6,Overcast,2022-03-08 08:00:00,2022-03,8,Tuesday,8
2.3,0.0,0.0,0.99,3,1.6,Overcast,2022-03-08 09:00:00,2022-03,8,Tuesday,9
2.1,0.0,0.0,0.99,3,1.8,Overcast,2022-03-08 10:00:00,2022-03,8,Tuesday,10
1.2,0.0,0.0,0.99,3,3.5,Overcast,2022-03-08 11:00:00,2022-03,8,Tuesday,11
1.0,0.0,0.0,0.99,3,2.9,Overcast,2022-03-08 12:00:00,2022-03,8,Tuesday,12
0.0,0.0,0.0,0.99,3,3.3,Overcast,2022-03-08 13:00:00,2022-03,8,Tuesday,13
-2.6,0.0,0.0,0.99,3,5.4,Overcast,2022-03-08 14:00:00,2022-03,8,Tuesday,14
-3.7,0.0,0.0,0.98,3,6.9,Overcast,2022-03-08 15:00:00,2022-03,8,Tuesday,15
-4.4,0.0,0.0,0.98,3,6.9,Overcast,2022-03-08 16:00:00,2022-03,8,Tuesday,16
-5.7,0.0,0.0,0.98,3,7.2,Overcast,2022-03-08 17:00:00,2022-03,8,Tuesday,17
-5.8,0.0,0.0,0.98,3,5.8,Overcast,2022-03-08 18:00:00,2022-03,8,Tuesday,18
-5.7,0.0,0.0,0.98,3,4.7,Overcast,2022-03-08 19:00:00,2022-03,8,Tuesday,19
-4.9,0.0,0.0,0.98,3,4.7,Overcast,2022-03-08 20:00:00,2022-03,8,Tuesday,20
-6.0,0.0,0.28,0.98,73,2.9,Moderate Snow,2022-03-08 21:00:00,2022-03,8,Tuesday,21
-5.1,0.0,0.14,0.98,71,3.3,Light Snow,2022-03-08 22:00:00,2022-03,8,Tuesday,22
-5.3,0.0,0.07,0.98,71,2.9,Light Snow,2022-03-08 23:00:00,2022-03,8,Tuesday,23
-5.0,0.0,0.14,0.99,71,4.4,Light Snow,2022-03-09 00:00:00,2022-03,9,Wednesday,0
-5.2,0.0,0.14,0.99,71,3.6,Light Snow,2022-03-09 01:00:00,2022-03,9,Wednesday,1
-4.7,0.0,0.35,0.99,73,4.1,Moderate Snow,2022-03-09 02:00:00,2022-03,9,Wednesday,2
-4.5,0.0,0.21,1.0,73,5.5,Moderate Snow,2022-03-09 03:00:00,2022-03,9,Wednesday,3
-3.3,0.0,0.14,1.0,71,6.1,Light Snow,2022-03-09 04:00:00,2022-03,9,Wednesday,4
-0.4,0.0,0.0,1.0,3,3.4,Overcast,2022-03-09 05:00:00,2022-03,9,Wednesday,5
0.9,0.0,0.0,1.0,3,4.1,Overcast,2022-03-09 06:00:00,2022-03,9,Wednesday,6
1.2,0.0,0.0,1.0,3,5.4,Overcast,2022-03-09 07:00:00,2022-03,9,Wednesday,7
1.5,0.0,0.0,1.0,3,4.8,Overcast,2022-03-09 08:00:00,2022-03,9,Wednesday,8
1.2,0.0,0.0,1.0,2,4.1,Partly Cloudy,2022-03-09 09:00:00,2022-03,9,Wednesday,9
1.9,0.0,0.0,1.0,3,4.8,Overcast,2022-03-09 10:00:00,2022-03,9,Wednesday,10
0.4,0.0,0.0,0.99,3,5.4,Overcast,2022-03-09 11:00:00,2022-03,9,Wednesday,11
3.0,0.0,0.0,0.99,3,4.7,Overcast,2022-03-09 12:00:00,2022-03,9,Wednesday,12
-2.5,0.0,0.07,0.99,71,8.0,Light Snow,2022-03-09 13:00:00,2022-03,9,Wednesday,13
-2.6,0.0,0.14,0.99,71,4.8,Light Snow,2022-03-09 14:00:00,2022-03,9,Wednesday,14
-3.3,0.0,1.12,0.99,75,4.0,Heavy Snow,2022-03-09 15:00:00,2022-03,9,Wednesday,15
-3.4,0.0,1.26,1.0,75,3.3,Heavy Snow,2022-03-09 16:00:00,2022-03,9,Wednesday,16
-3.3,0.0,1.33,1.02,75,4.4,Heavy Snow,2022-03-09 17:00:00,2022-03,9,Wednesday,17
-4.0,0.0,1.89,1.04,75,8.7,Heavy Snow,2022-03-09 18:00:00,2022-03,9,Wednesday,18
-4.8,0.0,2.24,1.06,75,7.3,Heavy Snow,2022-03-09 19:00:00,2022-03,9,Wednesday,19
-4.9,0.0,0.98,1.08,75,4.9,Heavy Snow,2022-03-09 20:00:00,2022-03,9,Wednesday,20
-5.2,0.0,0.98,1.08,75,6.5,Heavy Snow,2022-03-09 21:00:00,2022-03,9,Wednesday,21
-5.6,0.0,0.56,1.09,73,6.3,Moderate Snow,2022-03-09 22:00:00,2022-03,9,Wednesday,22
-5.7,0.0,0.14,1.09,71,6.4,Light Snow,2022-03-09 23:00:00,2022-03,9,Wednesday,23
-5.9,0.0,0.0,1.09,3,4.8,Overcast,2022-03-10 00:00:00,2022-03,10,Thursday,0
-6.0,0.0,0.0,1.09,2,3.3,Partly Cloudy,2022-03-10 01:00:00,2022-03,10,Thursday,1
-7.8,0.0,0.0,1.09,0,5.1,Fair,2022-03-10 02:00:00,2022-03,10,Thursday,2
-6.8,0.0,0.0,1.08,0,4.1,Fair,2022-03-10 03:00:00,2022-03,10,Thursday,3
-4.6,0.0,0.0,1.08,0,4.1,Fair,2022-03-10 04:00:00,2022-03,10,Thursday,4
-3.2,0.0,0.0,1.08,0,3.9,Fair,2022-03-10 05:00:00,2022-03,10,Thursday,5
-1.8,0.0,0.0,1.08,0,3.5,Fair,2022-03-10 06:00:00,2022-03,10,Thursday,6
-0.9,0.0,0.0,1.08,1,3.4,Mainly Clear,2022-03-10 07:00:00,2022-03,10,Thursday,7
-0.3,0.0,0.0,1.08,2,3.3,Partly Cloudy,2022-03-10 08:00:00,2022-03,10,Thursday,8
-0.3,0.0,0.0,1.08,2,4.2,Partly Cloudy,2022-03-10 09:00:00,2022-03,10,Thursday,9
0.0,0.0,0.0,1.08,1,4.4,Mainly Clear,2022-03-10 10:00:00,2022-03,10,Thursday,10
2.3,0.0,0.0,1.07,3,3.1,Overcast,2022-03-10 11:00:00,2022-03,10,Thursday,11
0.8,0.0,0.0,1.07,3,2.3,Overcast,2022-03-10 12:00:00,2022-03,10,Thursday,12
0.1,0.0,0.0,1.07,3,4.4,Overcast,2022-03-10 13:00:00,2022-03,10,Thursday,13
-3.3,0.0,0.0,1.07,3,6.4,Overcast,2022-03-10 14:00:00,2022-03,10,Thursday,14
-3.7,0.0,0.0,1.07,3,6.4,Overcast,2022-03-10 15:00:00,2022-03,10,Thursday,15
-3.9,0.0,0.07,1.07,71,6.2,Light Snow,2022-03-10 16:00:00,2022-03,10,Thursday,16
-4.3,0.0,0.07,1.07,71,5.4,Light Snow,2022-03-10 17:00:00,2022-03,10,Thursday,17
-4.2,0.0,0.07,1.07,71,4.8,Light Snow,2022-03-10 18:00:00,2022-03,10,Thursday,18
-4.9,0.0,0.0,1.06,3,5.3,Overcast,2022-03-10 19:00:00,2022-03,10,Thursday,19
-6.4,0.0,0.0,1.06,3,5.6,Overcast,2022-03-10 20:00:00,2022-03,10,Thursday,20
-6.0,0.0,0.0,1.06,3,6.3,Overcast,2022-03-10 21:00:00,2022-03,10,Thursday,21
-6.0,0.0,0.0,1.06,3,5.9,Overcast,2022-03-10 22:00:00,2022-03,10,Thursday,22
-6.0,0.0,0.0,1.06,3,5.0,Overcast,2022-03-10 23:00:00,2022-03,10,Thursday,23
-5.1,0.0,0.07,1.06,71,6.0,Light Snow,2022-03-11 00:00:00,2022-03,11,Friday,0
-4.7,0.0,0.0,1.06,3,4.7,Overcast,2022-03-11 01:00:00,2022-03,11,Friday,1
-5.0,0.0,0.0,1.06,3,4.1,Overcast,2022-03-11 02:00:00,2022-03,11,Friday,2
-4.3,0.0,0.07,1.06,71,2.8,Light Snow,2022-03-11 03:00:00,2022-03,11,Friday,3
-2.7,0.0,0.42,1.07,73,3.6,Moderate Snow,2022-03-11 04:00:00,2022-03,11,Friday,4
-0.8,0.0,0.35,1.07,73,5.0,Moderate Snow,2022-03-11 05:00:00,2022-03,11,Friday,5
-0.4,0.0,0.07,1.07,71,5.0,Light Snow,2022-03-11 06:00:00,2022-03,11,Friday,6
1.6,0.0,0.07,1.07,71,4.3,Light Snow,2022-03-11 07:00:00,2022-03,11,Friday,7
0.7,0.0,0.14,1.07,71,5.2,Light Snow,2022-03-11 08:00:00,2022-03,11,Friday,8
-0.4,0.0,0.56,1.07,73,3.0,Moderate Snow,2022-03-11 09:00:00,2022-03,11,Friday,9
-0.3,0.0,0.49,1.08,73,4.2,Moderate Snow,2022-03-11 10:00:00,2022-03,11,Friday,10
-0.9,0.0,0.21,1.08,73,4.1,Moderate Snow,2022-03-11 11:00:00,2022-03,11,Friday,11
-0.8,0.0,0.28,1.08,73,1.1,Moderate Snow,2022-03-11 12:00:00,2022-03,11,Friday,12
-1.9,0.0,0.07,1.08,71,4.0,Light Snow,2022-03-11 13:00:00,2022-03,11,Friday,13
-1.9,0.0,0.21,1.08,73,4.6,Moderate Snow,2022-03-11 14:00:00,2022-03,11,Friday,14
-1.9,0.0,0.56,1.08,73,5.1,Moderate Snow,2022-03-11 15:00:00,2022-03,11,Friday,15
-2.2,0.0,0.7,1.09,73,5.4,Moderate Snow,2022-03-11 16:00:00,2022-03,11,Friday,16
-2.1,0.0,1.05,1.1,75,5.7,Heavy Snow,2022-03-11 17:00:00,2022-03,11,Friday,17
-2.2,0.0,1.05,1.1,75,4.8,Heavy Snow,2022-03-11 18:00:00,2022-03,11,Friday,18
-2.4,0.0,1.68,1.11,75,3.2,Heavy Snow,2022-03-11 19:00:00,2022-03,11,Friday,19
-2.1,0.0,0.63,1.12,73,3.6,Moderate Snow,2022-03-11 20:00:00,2022-03,11,Friday,20
-1.8,0.0,1.19,1.13,75,4.7,Heavy Snow,2022-03-11 21:00:00,2022-03,11,Friday,21
-1.9,0.0,1.54,1.14,75,5.1,Heavy Snow,2022-03-11 22:00:00,2022-03,11,Friday,22
-1.5,0.0,0.35,1.15,73,5.5,Moderate Snow,2022-03-11 23:00:00,2022-03,11,Friday,23
-2.4,0.0,0.21,1.15,73,7.6,Moderate Snow,2022-03-12 00:00:00,2022-03,12,Saturday,0
-1.7,0.0,0.49,1.16,73,3.7,Moderate Snow,2022-03-12 01:00:00,2022-03,12,Saturday,1
-1.2,0.0,0.35,1.16,73,5.5,Moderate Snow,2022-03-12 02:00:00,2022-03,12,Saturday,2
-1.8,0.0,0.28,1.17,73,3.3,Moderate Snow,2022-03-12 03:00:00,2022-03,12,Saturday,3
-1.0,0.0,0.77,1.17,73,3.1,Moderate Snow,2022-03-12 04:00:00,2022-03,12,Saturday,4
-1.0,0.0,2.38,1.18,75,3.9,Heavy Snow,2022-03-12 05:00:00,2022-03,12,Saturday,5
-0.8,0.0,2.66,1.18,75,4.6,Heavy Snow,2022-03-12 06:00:00,2022-03,12,Saturday,6
-0.8,0.0,1.47,1.18,75,5.5,Heavy Snow,2022-03-12 07:00:00,2022-03,12,Saturday,7
-1.0,0.0,1.47,1.19,75,5.1,Heavy Snow,2022-03-12 08:00:00,2022-03,12,Saturday,8
-0.8,0.0,0.91,1.2,75,5.8,Heavy Snow,2022-03-12 09:00:00,2022-03,12,Saturday,9
-0.1,0.0,0.21,1.21,73,5.5,Moderate Snow,2022-03-12 10:00:00,2022-03,12,Saturday,10
0.4,0.0,0.35,1.22,73,3.7,Moderate Snow,2022-03-12 11:00:00,2022-03,12,Saturday,11
-0.5,0.0,0.28,1.22,73,4.1,Moderate Snow,2022-03-12 12:00:00,2022-03,12,Saturday,12
-2.1,0.0,0.14,1.23,71,5.8,Light Snow,2022-03-12 13:00:00,2022-03,12,Saturday,13
-1.1,0.0,1.47,1.23,75,4.0,Heavy Snow,2022-03-12 14:00:00,2022-03,12,Saturday,14
-1.2,0.0,0.56,1.24,73,5.4,Moderate Snow,2022-03-12 15:00:00,2022-03,12,Saturday,15
-1.0,0.0,0.35,1.24,73,5.4,Moderate Snow,2022-03-12 16:00:00,2022-03,12,Saturday,16
-1.2,0.0,1.61,1.25,75,6.0,Heavy Snow,2022-03-12 17:00:00,2022-03,12,Saturday,17
-1.3,0.0,0.63,1.25,73,3.2,Moderate Snow,2022-03-12 18:00:00,2022-03,12,Saturday,18
-1.5,0.0,1.33,1.25,75,4.2,Heavy Snow,2022-03-12 19:00:00,2022-03,12,Saturday,19
-2.5,0.0,3.15,1.26,75,3.9,Heavy Snow,2022-03-12 20:00:00,2022-03,12,Saturday,20
-1.7,0.0,2.24,1.26,75,2.1,Heavy Snow,2022-03-12 21:00:00,2022-03,12,Saturday,21
-2.1,0.0,3.08,1.26,75,3.7,Heavy Snow,2022-03-12 22:00:00,2022-03,12,Saturday,22
-2.0,0.0,2.52,1.26,75,4.4,Heavy Snow,2022-03-12 23:00:00,2022-03,12,Saturday,23
-2.1,0.0,1.05,1.26,75,4.1,Heavy Snow,2022-03-13 00:00:00,2022-03,13,Sunday,0
-1.8,0.0,0.91,1.26,75,4.1,Heavy Snow,2022-03-13 01:00:00,2022-03,13,Sunday,1
-1.5,0.0,0.56,1.26,73,5.6,Moderate Snow,2022-03-13 02:00:00,2022-03,13,Sunday,2
-0.5,0.0,0.07,1.26,71,5.9,Light Snow,2022-03-13 03:00:00,2022-03,13,Sunday,3
0.0,0.0,0.07,1.26,71,6.1,Light Snow,2022-03-13 04:00:00,2022-03,13,Sunday,4
0.6,0.0,0.28,1.26,73,4.4,Moderate Snow,2022-03-13 05:00:00,2022-03,13,Sunday,5
0.4,0.0,0.28,1.26,73,3.8,Moderate Snow,2022-03-13 06:00:00,2022-03,13,Sunday,6
1.2,0.0,0.21,1.26,73,2.9,Moderate Snow,2022-03-13 07:00:00,2022-03,13,Sunday,7
1.4,0.0,0.28,1.26,73,3.0,Moderate Snow,2022-03-13 08:00:00,2022-03,13,Sunday,8
1.4,0.1,0.7,1.26,73,2.6,Moderate Snow,2022-03-13 09:00:00,2022-03,13,Sunday,9
1.0,0.0,0.63,1.26,73,2.9,Moderate Snow,2022-03-13 10:00:00,2022-03,13,Sunday,10
0.8,0.0,0.42,1.26,73,4.0,Moderate Snow,2022-03-13 11:00:00,2022-03,13,Sunday,11
-0.5,0.0,1.75,1.26,75,6.9,Heavy Snow,2022-03-13 12:00:00,2022-03,13,Sunday,12
-1.1,0.0,2.45,1.27,75,4.2,Heavy Snow,2022-03-13 13:00:00,2022-03,13,Sunday,13
-0.9,0.0,2.1,1.28,75,4.4,Heavy Snow,2022-03-13 14:00:00,2022-03,13,Sunday,14
-1.0,0.0,1.68,1.29,75,4.0,Heavy Snow,2022-03-13 15:00:00,2022-03,13,Sunday,15
-1.2,0.0,2.03,1.3,75,4.5,Heavy Snow,2022-03-13 16:00:00,2022-03,13,Sunday,16
-1.2,0.0,1.54,1.31,75,4.7,Heavy Snow,2022-03-13 17:00:00,2022-03,13,Sunday,17
-1.2,0.0,1.12,1.32,75,4.3,Heavy Snow,2022-03-13 18:00:00,2022-03,13,Sunday,18
-1.3,0.0,0.63,1.32,73,4.0,Moderate Snow,2022-03-13 19:00:00,2022-03,13,Sunday,19
-1.5,0.0,0.28,1.32,73,4.1,Moderate Snow,2022-03-13 20:00:00,2022-03,13,Sunday,20
-1.8,0.0,0.07,1.32,71,4.2,Light Snow,2022-03-13 21:00:00,2022-03,13,Sunday,21
-1.3,0.0,0.07,1.32,71,4.8,Light Snow,2022-03-13 22:00:00,2022-03,13,Sunday,22
-1.2,0.0,0.07,1.32,71,5.2,Light Snow,2022-03-13 23:00:00,2022-03,13,Sunday,23
-1.5,0.0,0.0,1.32,3,5.6,Overcast,2022-03-14 00:00:00,2022-03,14,Monday,0
-1.8,0.0,0.07,1.31,71,3.8,Light Snow,2022-03-14 01:00:00,2022-03,14,Monday,1
-2.0,0.0,0.0,1.31,3,4.3,Overcast,2022-03-14 02:00:00,2022-03,14,Monday,2
-0.8,0.0,0.0,1.31,3,4.1,Overcast,2022-03-14 03:00:00,2022-03,14,Monday,3
0.8,0.0,0.07,1.31,71,3.1,Light Snow,2022-03-14 04:00:00,2022-03,14,Monday,4
1.8,0.0,0.14,1.31,71,3.2,Light Snow,2022-03-14 05:00:00,2022-03,14,Monday,5
1.7,0.0,0.07,1.31,71,3.1,Light Snow,2022-03-14 06:00:00,2022-03,14,Monday,6
2.2,0.0,0.07,1.31,71,3.3,Light Snow,2022-03-14 07:00:00,2022-03,14,Monday,7
2.4,0.1,0.0,1.3,51,2.9,Light Drizzle,2022-03-14 08:00:00,2022-03,14,Monday,8
3.1,0.0,0.0,1.3,2,3.8,Partly Cloudy,2022-03-14 09:00:00,2022-03,14,Monday,9
3.2,0.0,0.0,1.29,0,4.3,Fair,2022-03-14 10:00:00,2022-03,14,Monday,10
2.2,0.0,0.0,1.29,0,4.8,Fair,2022-03-14 11:00:00,2022-03,14,Monday,11
3.6,0.0,0.0,1.29,2,4.3,Partly Cloudy,2022-03-14 12:00:00,2022-03,14,Monday,12
1.8,0.0,0.0,1.29,3,6.5,Overcast,2022-03-14 13:00:00,2022-03,14,Monday,13
-1.1,0.0,0.07,1.29,71,5.9,Light Snow,2022-03-14 14:00:00,2022-03,14,Monday,14
-1.0,0.0,0.14,1.29,71,3.9,Light Snow,2022-03-14 15:00:00,2022-03,14,Monday,15
-1.1,0.0,0.14,1.29,71,3.9,Light Snow,2022-03-14 16:00:00,2022-03,14,Monday,16
-1.5,0.0,0.14,1.29,71,4.0,Light Snow,2022-03-14 17:00:00,2022-03,14,Monday,17
-2.6,0.0,1.4,1.3,75,4.3,Heavy Snow,2022-03-14 18:00:00,2022-03,14,Monday,18
-1.6,0.0,0.91,1.3,75,3.3,Heavy Snow,2022-03-14 19:00:00,2022-03,14,Monday,19
-2.0,0.0,0.14,1.3,71,3.8,Light Snow,2022-03-14 20:00:00,2022-03,14,Monday,20
-2.3,0.0,0.49,1.29,73,4.6,Moderate Snow,2022-03-14 21:00:00,2022-03,14,Monday,21
-2.5,0.0,0.42,1.29,73,3.3,Moderate Snow,2022-03-14 22:00:00,2022-03,14,Monday,22
-2.2,0.0,0.35,1.29,73,3.1,Moderate Snow,2022-03-14 23:00:00,2022-03,14,Monday,23
-3.9,0.0,0.28,1.29,73,7.7,Moderate Snow,2022-03-15 00:00:00,2022-03,15,Tuesday,0
-3.7,0.0,0.0,1.29,3,3.8,Overcast,2022-03-15 01:00:00,2022-03,15,Tuesday,1
-2.2,0.0,0.28,1.29,73,4.3,Moderate Snow,2022-03-15 02:00:00,2022-03,15,Tuesday,2
-0.7,0.0,0.49,1.3,73,4.2,Moderate Snow,2022-03-15 03:00:00,2022-03,15,Tuesday,3
0.2,0.0,0.14,1.3,71,2.6,Light Snow,2022-03-15 04:00:00,2022-03,15,Tuesday,4
1.0,0.0,0.35,1.3,73,2.7,Moderate Snow,2022-03-15 05:00:00,2022-03,15,Tuesday,5
1.2,0.0,0.56,1.3,73,4.1,Moderate Snow,2022-03-15 06:00:00,2022-03,15,Tuesday,6
1.2,0.0,0.21,1.31,73,5.2,Moderate Snow,2022-03-15 07:00:00,2022-03,15,Tuesday,7
0.4,0.0,0.42,1.31,73,7.1,Moderate Snow,2022-03-15 08:00:00,2022-03,15,Tuesday,8
